user_id,x,y
288,-0.001217792,0.004697506
289,0.128845964,0.257560326
290,0.003934854,0.200600021
291,0.001620784,0.004474078
292,-0.001450002,0.004549477
293,-0.002368443,0.00456707
294,-0.003737121,-0.00169193
295,-0.002388669,0.004968904
296,-0.187598216,-0.247052882
297,-0.115577152,-0.524350693
298,-0.002117777,0.496192915
299,0.634868589,0.128209622
300,-0.006566195,0.013500099
301,-0.393907865,-0.147684755
302,-0.000980669,0.005158022
303,0.086801687,-0.267751043
304,-0.362795339,-0.005632752
305,-0.001039171,0.004463933
306,-0.010201537,0.010943177
307,0.000438448,0.004191706
308,-0.002572924,0.004273244
309,0.002011861,0.005594324
310,0.653408797,-0.630330892
311,-0.000403482,0.001705924
312,-0.008677731,-0.003063514
313,-0.001260617,0.004925599
314,0.189170181,0.353936095
315,0.00558357,0.010086345
316,0.190705089,-0.565588913
317,5.91E-05,0.005736794
318,-0.000401129,0.009564318
319,-0.001080228,0.005297647
320,-0.410321882,-0.016573428
321,0.001254588,0.008117733
322,-0.025112282,-0.0147094
323,0.002529516,0.005334955
324,0.148641844,0.443259203
325,-0.347778675,-0.175511345
326,-0.003398997,0.004140903
327,-0.001175948,0.005298307
328,-0.001526465,0.005708113
329,-0.0012098,0.005012003
330,-0.001887282,0.002369779
331,-0.324547605,-0.344202801
332,-0.001151282,0.004809908
333,0.103812135,-0.522081053
334,-0.247692653,-0.013308678
335,-0.001056516,0.004309953
336,-0.001265018,0.005472764
337,-0.044524315,-0.179902209
338,-0.001439886,0.005795954
339,0.023143089,-0.315680175
340,0.166064566,0.453166719
341,0.350765862,0.008262773
342,-0.002925107,0.004776723
343,0.000780249,0.006883948
344,0.006413614,0.011973365
345,-0.001145512,0.005264521
346,0.000374742,0.014852159
347,0.256777009,-0.162343069
348,-0.000923424,0.005316608
349,-0.001071757,0.004772914
350,0.001295142,-0.004448149
351,-0.001710167,0.004319944
352,-0.610416962,-0.005186945
353,-0.001167023,0.005209975
354,-0.001255415,0.004324193
355,0.000635274,0.004159329
356,-0.00139625,0.004866861
357,-0.001596048,0.004986109
358,-0.000708964,0.005010139
359,0.704792492,-0.119146723
360,0.002561227,0.00733108
361,-0.001058043,0.005274222
362,-0.000716057,0.004513704
363,-0.001154805,0.004945089
364,0.383078541,0.595692918
365,0.159874109,-0.305487605
366,0.196117074,-0.423501479
367,-0.006942145,0.003049749
368,0.000282593,0.004187002
369,-0.000920353,0.004843986
370,0.00019709,0.002567338
371,0.199732164,-0.310313003
372,0.0020934,0.003927765
373,-0.001400279,0.003571862
374,-0.000302003,0.007865245
375,-0.001362857,0.00516554
376,-0.001022284,0.004503001
377,7.69E-05,0.004126398
378,-0.616342081,0.397722851
379,0.18495999,-0.219728306
380,0.008229074,0.013450835
381,-0.001439766,0.004646438
382,-0.307979529,0.400546319
383,-0.001149996,0.005264889
384,0.005148462,-0.000840444
385,-0.00275582,0.005021618
386,-0.015691757,-0.002988754
387,-0.001218176,0.005015158
388,0.002597385,0.028128921
389,-0.000944926,0.004822239
390,-0.001122584,0.005221216
391,-0.005335358,-0.010433423
392,-0.000711118,0.004692112
393,-0.001304828,0.004199129
394,-0.19791074,0.508296368
395,-6.62E-05,0.005227045
396,-0.00114868,0.005263792
397,0.322204584,0.588434303
398,-0.001205113,0.00530622
399,-0.001536187,0.004888718
400,-0.00564552,0.006797788
401,-0.001254096,0.004929871
402,0.031634846,0.382314561
403,-0.00216976,0.002611317
404,-0.001091541,0.0043596
405,0.007364894,0.015747966
406,-0.248249835,0.548263151
407,-0.00055414,0.008747119
408,-0.003777515,0.006409884
409,-0.002428718,0.001223503
410,0.622758701,0.425444603
411,-0.000972783,1.06E-06
412,0.002729244,0.002308365
413,-0.001135361,0.005132322
414,-0.002580265,0.003901702
415,-0.001120398,0.005211465
416,-0.001041994,0.004206748
417,-0.003779305,0.004446425
418,-0.002348475,0.004076376
419,-0.001344405,0.004243423
420,-0.001519945,0.004683939
421,-0.000941787,0.00485836
422,-0.001129178,0.00523542
423,0.706565928,-0.453134598
424,-0.001108262,0.004442246
425,-0.002026937,0.001399076
426,0.001640048,-0.000806331
427,-0.001279288,0.003864823
428,0.124665988,0.412383669
429,-0.00254533,0.012952856
430,-0.000147669,0.002552219
431,-0.001136973,0.004210785
432,-0.001178846,0.00500928
433,-0.047411206,0.357795178
434,-0.001226299,-0.006165226
435,-0.001354232,0.005118451
436,-0.001759136,0.004635442
437,-0.000766169,0.005368599
438,0.03245304,0.267996266
439,-0.000451657,0.006534486
440,-0.000830375,0.005790538
441,-0.001146548,0.005170937
442,-0.00112614,0.00444482
443,-0.012789479,-0.171521503
444,-0.001739439,0.004086234
445,-0.444732495,0.065485667
446,-0.045735719,0.118350209
447,-0.0013257,0.005030974
448,0.643896062,-0.276428099
449,5.61E-05,0.007044119
450,-0.097183606,0.081446781
451,-0.017335119,-0.017190714
452,2.10E-06,0.004879
453,0.013481547,0.0015384
454,-0.213748822,-0.333657473
455,-0.001156357,0.005086783
456,-0.203359604,-0.03700627
457,0.073927019,0.395843829
458,0.168596271,0.100225108
459,0.001651259,0.009872199
460,-0.001206999,0.004250215
461,-0.001142804,0.004711881
462,-0.001155565,0.005223391
463,-0.001939539,0.005947309
464,-0.00133412,0.006841969
465,-0.000599523,0.004025585
466,0.003996815,-0.014142767
467,-0.004680986,0.003086639
468,-0.195276218,0.354752488
469,-0.288297457,0.549152967
470,0.001159038,0.003977251
471,-0.00213339,0.005077401
472,-0.001807148,0.003717178
473,-0.290799765,0.192701484
474,-0.001150134,0.005401885
475,0.007378871,-0.34924144
476,-0.001898036,-0.00099996
477,-0.052756711,0.24931461
478,0.101063964,-0.027253042
479,-0.416227252,-0.341414857
480,-0.131246833,0.507659646
481,0.409740332,-0.459558009
482,-0.00241287,0.002734417
483,0.420209311,0.02647369
484,-0.000609276,0.00351266
485,-0.320473701,-0.72681822
486,0.122494078,-0.509695472
487,-0.001373612,0.004620687
488,0.280258611,-0.2796312
489,-0.001123725,0.004891996
490,-0.000772597,0.004127189
491,-0.001031758,0.005398325
492,-0.001705833,0.007213729
493,-0.001215783,0.004887577
494,-0.178879678,0.071770917
495,-0.001278337,0.005854645
496,-0.001800928,0.005260695
497,-0.001355035,0.003532101
498,-0.000765552,0.007206765
499,-0.001159844,0.005011303
500,-0.000516974,0.004415764
501,-0.098457599,0.046363265
502,-0.001122769,0.005152254
503,-0.07523461,-0.211982893
504,0.002232413,-0.010320325
505,-0.486644707,-0.250039579
506,-0.001106827,0.005204787
507,-0.000729309,0.005240565
508,-0.001149941,0.005300421
509,-0.003777359,0.006875314
510,-0.001325555,0.004175697
511,-0.000666233,0.00567897
512,0.163810822,-0.034545966
513,-0.001147203,0.005255229
514,0.00198378,0.003095881
515,0.830039046,0.05125955
516,-0.0010976,0.005169651
517,-0.001151504,0.005257082
518,0.000146561,0.003153277
519,0.620735966,0.357815205
520,0.000118343,0.007511944
521,0.205766889,0.011908826
522,0.437080247,0.221766059
523,-0.001176663,0.005010007
524,-0.282606859,0.16898982
525,0.016440369,0.019527169
526,-0.114507779,-0.044925415
527,0.252260668,-0.430801531
528,-0.008281853,0.003877609
529,0.002896742,0.007547755
530,-0.0010233,0.004746637
531,0.288604074,-0.19522621
532,-0.001164203,0.004322517
533,-0.001148991,0.003690959
534,0.000176874,0.006927575
535,-0.001193684,0.005018282
536,-0.003262373,0.004040846
537,-0.001691772,0.004910545
538,-0.001419768,0.004996953
539,-0.00102348,0.005021218
540,-0.001128815,0.005064416
541,-0.001696766,0.004465939
542,0.269103377,-0.322944637
543,-0.000733331,0.004481607
544,0.09731819,-0.078546405
545,-0.001949296,0.000934655
546,-0.354161748,-0.404697178
547,0.017079571,0.039135808
548,0.001736696,-0.002428679
549,-0.039080203,-0.601335994
550,-0.001414739,0.004924418
551,0.001778936,0.026250201
552,-0.00013353,0.00132681
553,0.036094758,-0.241021558
554,0.002811847,-0.004046427
555,-0.001741485,0.00351965
556,-0.001246034,0.004274163
557,0.110354626,0.46548712
558,0.026101128,0.014073904
559,-0.001115909,0.005190689
560,-0.354468494,-0.411695631
561,0.000247441,0.00529391
562,-0.00130385,0.004371272
563,-0.506226444,-0.204784505
564,-0.003294376,0.003166423
565,-0.000946334,0.004940533
566,-0.07184829,-0.295556127
567,0.400593284,-0.119263954
568,-0.000640276,0.010034689
569,-0.017936229,-0.000420234
570,0.076918753,0.137711194
571,0.561659167,-0.071895633
572,0.418145774,-0.117670469
573,-0.000159299,0.001120219
574,-0.001037685,0.004158622
575,-0.001136658,0.005349275
576,-0.001189357,0.005256381
577,0.000208648,0.004856023
578,0.024351498,-0.042552738
579,0.150448132,-0.084144148
580,0.005877324,0.008214112
581,-0.350710495,0.13076399
582,-0.00111062,0.005069664
583,-0.206890758,-0.100981125
584,0.139251304,-0.118710113
585,-0.001330487,0.004385043
586,0.006246131,0.008819658
587,-0.002062363,0.008966647
588,-0.001118789,0.005272
589,-0.001163748,0.005144403
590,-0.002818297,0.00435361
591,-0.003490264,0.002866897
592,-0.001443551,0.005576583
593,-0.001102085,0.005095447
594,-0.002554998,0.004132533
595,0.000734473,0.00329737
596,0.003823018,5.79E-05
597,-0.001750976,0.004513143
598,-0.001322508,0.005169742
599,-0.043841291,0.063879298
600,0.348647835,-0.061730697
601,-0.114543119,-0.211681997
602,-0.001554732,0.004443062
603,0.005270068,0.004185987
604,-0.325421234,-0.479968985
605,-0.006867406,0.02238664
606,-0.075717249,-0.520969987
607,-0.001202312,0.005217513
608,-0.010583755,0.004336173
609,0.001979218,0.007706121
610,0.256576681,0.456306982
611,0.420431934,0.221434849
612,0.414054866,0.084264946
613,-0.000343002,0.002339296
614,-0.001097799,0.005284234
615,-0.18464552,-0.084444059
616,-0.001102271,0.005166977
617,0.00169055,0.005459205
618,0.005943328,0.012878416
619,-0.002825995,0.010668579
620,0.150879211,0.34207168
621,-0.000287924,0.008243393
622,0.586498544,-0.120673535
623,-0.000532881,0.012235726
624,-0.004876785,-0.000148874
625,0.115548256,0.372085624
626,-0.005044051,0.004861425
627,0.000177359,0.002988947
628,-0.454298732,0.322288089
629,-0.001127828,0.005329366
630,-0.235682759,-0.333893252
631,0.000272269,0.005673784
632,-0.517302611,-0.390535871
633,3.49E-05,0.001228773
634,-0.333519328,0.809344258
635,-0.249569519,0.144432148
636,-0.001103821,0.005149088
637,-0.004850496,0.007073352
638,0.612284233,-0.270550459
639,-0.001184631,0.005111747
640,-0.001399551,0.005205124
641,-0.001621826,0.004543777
642,-0.002628986,0.003356987
643,-0.070530729,0.133572388
644,-0.003622971,0.00420697
645,-0.00229292,0.005195656
646,0.000468366,-0.008629016
647,-0.004747522,0.002313369
648,-0.001311166,0.005197791
649,-0.001256951,0.004847528
650,-0.001352133,0.005198712
651,-0.001080511,0.003647592
652,0.225171487,0.182903356
653,-0.005799182,0.003927787
654,-0.000844383,0.005680993
655,-0.124358251,-0.467389796
656,-0.001149438,0.004713898
657,-0.001170668,0.004500308
658,-0.001145077,0.004329594
659,-0.001026342,0.00494075
660,-0.176032203,0.128290134
661,-0.000542914,-0.003772461
662,-0.005444798,-0.007213858
663,-0.297511963,-0.616497429
664,0.056199795,-0.274036918
665,-0.001112631,0.005052562
666,-0.000885842,0.004642115
667,-0.011041662,-0.000519461
668,-0.001069801,0.00435415
669,-0.000920337,0.004908165
670,-0.004352043,0.001018234
671,0.000819311,0.006368162
