-3.957898939689493377e-03,-2.874415151641470604e-03,3.155648411870980510e-03,-2.638788026467389896e-03,-7.050008882742999326e-04,-2.578807436074728645e-03,8.554347296598160434e-04,1.597211359638780418e-03,8.300981371965473424e-04,-2.029894996638127464e-03
8.835109856586594035e-05,3.290215279254949656e-04,7.534262522036263567e-05,-5.336086338638435520e-04,-6.132705521198345130e-04,-2.748560137879360967e-04,5.056781169694000598e-04,1.554517455435680973e-04,-6.210345052314144210e-05,4.156667648162178726e-04
-2.284070075184353992e-03,-4.174695578001197220e-03,1.590857596974693845e-03,-6.186807496936517006e-04,3.381335050364026821e-04,-4.046619145984221779e-04,1.105249378863676097e-03,6.617392164397953682e-05,4.432414385546231197e-03,5.317250516328624749e-03
8.263555863917144539e-05,-7.251273395428794880e-04,6.300257960272349998e-04,-1.805482740918430739e-03,-1.477793788932467997e-03,-1.486014894272395413e-03,4.868823435927823774e-04,7.077915188224148668e-04,-1.405682604397744760e-05,1.965283386282811904e-04
-1.060153803758603821e-03,-1.104018633893677606e-04,7.268103631096056857e-04,-8.464151347025585621e-04,-2.942357959811201049e-04,-7.292941956155527417e-04,5.609785128229411843e-04,1.223559396617848955e-04,8.875923991608341418e-04,1.073618982456509083e-03
-3.144551036553376198e-04,-1.719166805222381556e-04,6.187027217521235073e-04,-1.231687276019986788e-03,-2.964340959587624625e-04,-2.488325350703518958e-04,6.520094883034683502e-04,-1.202523310447101720e-04,1.223171600089942475e-03,9.486491019366452993e-04
-2.946628605184317337e-03,3.359279803509022944e-03,-1.067218390365447201e-03,-9.545216887276576460e-04,-7.772782169862754720e-03,3.440614161010461950e-04,3.263125513432069830e-03,-4.109022963569912597e-03,5.507622015543124291e-03,3.272389058229309509e-03
-8.152390596695952658e-04,-1.026356564147288533e-03,1.238487742121494116e-04,-4.978896400475356452e-04,-1.933999008978142713e-04,-3.527631985391962294e-04,1.550343979154978540e-04,-9.387009126042347436e-05,1.066840075661586694e-03,1.849356914814406436e-03
-5.544216054945319376e-04,-5.688855626690663813e-04,5.655461762184042307e-04,-9.272412920623422823e-04,-5.562332503016522334e-05,-2.000213106876646294e-04,2.430067168965167705e-04,-8.525933786290691382e-05,8.830654785396646438e-04,9.465155696170567427e-04
-2.479071535318445898e-05,6.643387573409565165e-05,1.530234856981308182e-04,-3.810342501513673237e-04,-5.685798493664361849e-05,-3.138689246632513736e-04,1.563065499582023954e-04,1.488208781618451364e-04,1.144214850982154161e-04,2.546069172798837176e-04
