,user_id,x,y
0,0,0.002213559673774846,-0.0011349791662982952
1,1,-0.0008335286543451267,0.0003496676487904402
2,2,0.003650558947919496,-0.0040261421227471336
3,3,-9.095862711492701e-05,0.0013891370114559268
4,4,-6.150993325853181e-05,-0.0006809979655195594
5,5,-0.0006007610180533919,-0.0006730040675134757
6,6,0.00010830308548206692,0.0007657688887030877
7,7,0.000668455859882851,-0.0008762151209253638
8,8,-0.00019835098820137947,-0.000833167652844513
9,9,-0.0007064757177918254,-0.0001118370695045146
10,10,-0.0021738683817428927,0.0016609971004821692
11,11,0.00042594533772885075,0.0016374269757721063
12,12,0.00042294935758543527,-0.00023216757788352527
13,13,-0.0004260382180403369,-0.00036984508932632265
14,14,-0.0021597454368580972,0.013874006576617354
15,15,-0.0017440206033416982,0.0014717308601712464
16,16,-5.4667445296008485e-05,-0.008215686442723732
17,17,0.004713580674913651,-0.002889401354926907
18,18,-0.0037437757357515816,-0.00013639666270192543
19,19,0.007053584911318684,-0.0006936377661240197
20,20,0.011137263209686726,-0.001751036383964378
21,21,-0.0013833687569594726,0.0005158179626398212
22,22,-0.009728378065992352,0.010729061769295188
23,23,0.014842058969329958,-0.0010695407419997562
24,24,-2.351550311131949e-05,-0.0006951448962555154
25,25,-0.0027282612955522112,0.004377823627294315
26,26,-0.0009767581756178112,-0.0008459103322419611
27,27,-0.0007642558606081634,-0.00036543429527483945
28,28,0.009922038843725601,-0.003779955989273239
29,29,0.0025413758027915136,-0.00021846498699817313
30,30,-0.0006852413873143663,-0.00024047512493587548
31,31,0.00023399669062759985,-0.00040883992219825573
32,32,-0.0068073346290037,0.031054464904024616
33,33,0.0019569352176075343,-0.003068843335408452
34,34,0.0005118012688131146,-4.2032725792459655e-05
35,35,0.010063648213464924,-0.006941517463351295
36,36,-0.000582270221368871,-0.0003252621149258974
37,37,0.0088543063130142,-0.012790008887084328
38,38,-0.01582627581866423,-0.0003305221839266477
39,39,0.011381695225995454,-0.0017560539464697479
40,40,0.007895599407828453,-0.0004173628176443114
41,41,0.008670672064154153,0.0018400952337244442
42,42,0.002874715870006068,0.0014975115782939997
43,43,-0.00048493608457098394,-0.00038434306509226593
44,44,5.42328040336662e-06,-0.0013990056874475338
45,45,-0.0003333626062157954,0.0020277529872745723
46,46,-0.0006685588690623639,-0.0003269071422322949
47,47,-0.006765898840274909,0.004479056099370115
48,48,-0.0017008333561944714,-0.0013039564025542323
49,49,-0.00023815986860222375,-0.00022768280578255648
50,50,-5.237557907346122e-05,0.0005546453953278179
51,51,0.0018037505903070693,0.0051783407885493
52,52,0.004098586165702297,0.001339455092757764
53,53,-0.0013914908006471157,-0.0005971983921504961
54,54,-0.00020252146778019183,-3.3612324021763985e-05
55,55,-0.032543400345574285,-0.02125631818660467
56,56,-0.004048014897001245,0.015442747702665804
57,57,0.000708909817411152,-0.0019945788160718662
58,58,0.006396411621586727,-0.0033058915792102766
59,59,0.00017109633250445943,-0.0005423329929561535
60,60,-0.0006804177692063319,-0.0007290139924126753
61,61,-0.0007507564042026339,-0.0004910159234435421
62,62,-0.0006424224893791453,-0.00039939006229729044
63,63,-0.0007142346267620686,8.668121642760241e-05
64,64,0.00859248308054874,-0.007073000805992289
65,65,-0.0005744335485378655,-0.00022942257866749753
