-2.227645899839295340e-01,-1.555165945584258969e-01,5.686606238568302218e-02,-1.125897536400778387e-01,-6.397566439356193457e-02,-1.644513125191434388e-01,7.032160251867095035e-02,1.103895572936261331e-02,1.550611780750509594e-01,2.288109565607622520e-01
-2.459020828254831481e-01,-1.349377175123034622e-01,-5.808325824699423628e-02,-2.103502593847887681e-02,-2.549851903534489650e-01,-5.800416309176957552e-02,1.110763237090600791e-01,-2.535264934532683867e-01,2.634597753025715861e-01,8.851734972160120452e-02
-2.945958488865247360e-01,-9.960894947646757591e-02,-1.362876174609141400e-01,-2.141728827202402097e-01,-1.927185603512989454e-01,-9.268721566201143514e-02,1.062205404789046959e-01,-8.579303470512904262e-02,1.235265587002429277e-01,1.223604035670751711e-01
-3.043419108951432306e-01,-1.440886101099718430e-01,-7.586086740386732696e-02,-2.228065317969585291e-01,-1.552509177804154740e-02,-2.604913886657023725e-01,-8.343901659811166563e-03,-1.401292312392799222e-01,1.251940288399446544e-01,5.384377044523059458e-02
-1.803200151618679081e-01,-5.304603314611969211e-02,1.842171085171915024e-01,-1.150314794039319910e-01,-4.223501626342240911e-02,1.925819404086123732e-02,1.708276084795455896e-01,2.521194168442802280e-02,1.706779489214294288e-01,2.000222555250886769e-01
-1.174721365269065926e-01,-1.676473986146715389e-01,1.489552422091544315e-01,-7.485561224972349381e-02,6.512982859257196444e-02,3.742835231494329173e-02,1.490628059562318086e-01,-1.695136980400729354e-01,3.678674895599409189e-01,1.072205868458939587e-01
-1.405278719156521638e-01,-1.892261170086419475e-01,-2.760566360176824538e-02,-2.431405165860460738e-01,-3.587182055033108496e-02,-1.309647894434657067e-01,2.202071678652968989e-01,-1.375628928861782341e-01,2.957537367514959104e-01,8.037009712632631198e-02
-2.448955273066051319e-01,-1.875750629500884115e-01,1.612212002061902405e-01,-1.213001847499737273e-01,1.256941896537270564e-01,1.993136107047584551e-02,1.098898482845766938e-01,-1.347257299599737002e-01,3.159826566484162935e-01,2.139176213030054285e-01
-2.893609988554768919e-01,-2.707573201098700255e-01,7.091570890936192695e-02,-1.546016332916340386e-01,6.897301858047552060e-03,-2.654059989503266270e-01,-5.966382020099433164e-02,5.824467626311873730e-02,5.896606126741656129e-02,1.414295717961927545e-01
-3.589805920160128450e-01,-2.648183377045396636e-01,6.579772571907231693e-02,-4.228739923532153638e-02,1.720983876579967875e-02,-2.190868538170728519e-01,-4.285433510644540145e-02,3.639270469068583286e-02,5.492800010940716154e-02,1.584591156003496148e-01
-3.127982012656561062e-01,-2.309198564638295648e-01,-1.135454704554864948e-02,-1.396271169283964664e-01,-2.291155319135953702e-02,-2.829940484491990649e-01,3.295020061475729956e-02,2.698024718718035342e-02,6.749792584064499834e-02,1.515869143797027585e-01
-4.455388226419603748e-01,-1.643871743180081724e-01,-7.805833740161002843e-02,2.901149637218223068e-03,-2.265305326770760408e-01,-2.003829629776579524e-01,1.768425863177209567e-01,-7.466106524163472480e-02,1.185918928921603360e-01,2.249120094889601462e-01
-1.757300651831605331e-01,-2.185157226291519206e-01,1.581654283004113037e-01,-1.342660300944620022e-01,1.546400698238475924e-01,-8.409755813304119199e-02,1.350785998494146156e-01,-6.856172230640067422e-02,2.942025246428977558e-01,1.359587060394771285e-01
-2.481199750238460011e-01,-2.610177356829109785e-01,-5.648596022852144655e-02,-1.428246001660322673e-01,-1.395635588651361059e-01,-3.466497424347150247e-01,5.332896449973310860e-02,-1.948619825970027489e-02,1.034619974659154173e-01,7.916807976941260191e-03
-1.010161949562205508e-01,-3.485053856571883046e-01,3.218668045285370816e-02,-6.081186490273415152e-02,-2.217313613195679572e-02,-1.312418139445109821e-01,1.989791881586779887e-01,-8.892801452819106001e-02,2.361207030080952896e-01,9.003167672028240809e-02
-1.039850036510805015e-01,-4.034442211108307808e-01,-5.223131760358903225e-02,-2.724634193669558946e-01,-1.321059226974801992e-01,-2.638972140706584701e-01,-4.225946374737944711e-02,6.605466749367547297e-02,1.247164174080329230e-01,3.459236964627798033e-02
